protein_id,has_esm,has_prott5,has_prostt5,has_ankh3_large,has_esm3c
A9JRY2_DANRE,1,1,1,1,1
A9JRY4_DANRE,1,1,1,1,1
A9JRY8_DANRE,1,1,1,1,1
A9JSU5_DANRE,1,1,1,1,1
A9JSZ0_DANRE,1,1,1,1,1
A9JT21_DANRE,1,1,1,1,1
A9JT98_DANRE,1,1,1,1,1
A9JTE1_DANRE,1,1,1,1,1
A9JTH4_DANRE,1,1,1,1,1
A9JTH8_DANRE,1,1,1,1,1
A9LDD9_DANRE,1,1,1,1,1
A9LNM8_RAT,1,1,1,1,1
A9NIM6_DANRE,1,1,1,1,1
A9NIT9_GOSHI,1,1,1,1,1
A9NJG3_SALSA,1,1,1,1,1
A9NJI7_DANRE,1,1,1,1,1
A9P3U3_EMEND,1,1,1,1,1
A9P7F0_GOSHI,1,1,1,1,1
A9PL14_GOSHI,1,1,1,1,1
A9PL15_GOSHI,1,1,1,1,1
A9PL16_GOSHI,1,1,1,1,1
A9PL17_GOSHI,1,1,1,1,1
A9PL18_GOSHI,1,1,1,1,1
A9PL19_GOSHI,1,1,1,1,1
A9PL20_GOSHI,1,1,1,1,1
A9PL21_GOSHI,1,1,1,1,1
A9Q8C8_DANRE,1,1,1,1,1
A9QED9_GOSHI,1,1,1,1,1
A9QM68_CHICK,1,1,1,1,1
A9QUV5_DANRE,1,1,1,1,1
A9QXB7_BOVIN,1,1,1,1,1
A9UJN4_CAEEL,1,1,1,1,1
A9UK05_RAT,1,1,1,1,1
A9ULN6_XENTR,1,1,1,1,1
A9UMV5_RAT,1,1,1,1,1
A9UN61_DROME,1,1,1,1,1
A9X6Q5_DANRE,1,1,1,1,1
A9XP97_DANRE,1,1,1,1,1
A9XPA0_DANRE,1,1,1,1,1
A9XPA6_CHLRE,1,1,1,1,1
A9XTK6_GOSHI,1,1,1,1,1
A9XTK9_GOSHI,1,1,1,1,1
A9XTL1_GOSHI,1,1,1,1,1
A9XTL6_GOSHI,1,1,1,1,1
A9XTL9_GOSHI,1,1,1,1,1
A9XTM0_GOSHI,1,1,1,1,1
A9XU48_GOSHI,1,1,1,1,1
A9XUG6_GOSHI,1,1,1,1,1
A9XX86_MOUSE,1,1,1,1,1
A9Y2A9_DANRE,1,1,1,1,1
A9Y5K7_DANRE,1,1,1,1,1
A9YT50_DANRE,1,1,1,1,1
A9YZQ5_CHICK,1,1,1,1,1
A9Z0X3_GOSAR,1,1,1,1,1
A9Z1X7_HUMAN,1,1,1,1,1
A9ZMY8_BOMMO,1,1,1,1,1
A9ZPE1_DANRE,1,1,1,1,1
A9ZPF5_DANRE,1,1,1,1,1
A9ZPF8_DANRE,1,1,1,1,1
A9ZPH4_PIG,1,1,1,1,1
AA1R_HUMAN,1,1,1,1,1
AA1R_MOUSE,1,1,1,1,1
AA1R_RAT,1,1,1,1,1
AA2AR_HUMAN,1,1,1,1,1
AA2AR_MOUSE,1,1,1,1,1
AA2AR_RAT,1,1,1,1,1
AA2BR_HUMAN,1,1,1,1,1
AA2BR_MOUSE,1,1,1,1,1
AA2BR_RAT,1,1,1,1,1
AA2DA_DANRE,1,1,1,1,1
AA2DB_DANRE,1,1,1,1,1
AA3R_HUMAN,1,1,1,1,1
AA3R_MOUSE,1,1,1,1,1
AA3R_RAT,1,1,1,1,1
AA5GT_DIACA,1,1,1,1,1
AA7GT_DELGR,1,1,1,1,1
AAA1_HUMAN,1,1,1,1,1
AAA1_MOUSE,1,1,1,1,1
AAA1_RAT,1,1,1,1,1
AAAD_HUMAN,1,1,1,1,1
AAAD_MOUSE,1,1,1,1,1
AAAD_RABIT,1,1,1,1,1
AAAP_ANAMF,1,1,1,1,1
AAAP_ANAML,1,1,1,1,1
AAAP_ANAMM,1,1,1,1,1
AAAP_ANAMV,1,1,1,1,1
AAAS_ARATH,1,1,1,1,1
AAAS_DROME,1,1,1,1,1
AAAS_HUMAN,1,1,1,1,1
AAAS_MOUSE,1,1,1,1,1
AAAT_ECOLI,1,1,1,1,1
AAAT_HUMAN,1,1,1,1,1
AAAT_MOUSE,1,1,1,1,1
AAAT_RAT,1,1,1,1,1
AAC2_MYCTU,1,1,1,1,1
AAC6_ACIBA,1,1,1,1,1
AAC6_ACIG1,1,1,1,1,1
AAC6_ACIHA,1,1,1,1,1
AAC6_CITKO,1,1,1,1,1
AAC6C_SERMA,1,1,1,1,1
AAC6_KLEAE,1,1,1,1,1
AAC6_KLEPN,1,1,1,1,1
AAC6_MORMO,1,1,1,1,1
AAC6_SALEN,1,1,1,1,1
AAC6_SERMA,1,1,1,1,1
AAC6_STEMA,1,1,1,1,1
AACC3_PSEAI,1,1,1,1,1
AACS_HUMAN,1,1,1,1,1
AACS_RAT,1,1,1,1,1
AACT1_ARATH,1,1,1,1,1
AACT_HUMAN,1,1,1,1,1
AAD14_YEAST,1,1,1,1,1
AAD16_YEAST,1,1,1,1,1
AAD4_YEAST,1,1,1,1,1
AADAT_HUMAN,1,1,1,1,1
AADAT_RAT,1,1,1,1,1
AADH1_MALDO,1,1,1,1,1
AADH1_PEA,1,1,1,1,1
AADH1_SOLLC,1,1,1,1,1
AADH2_MAIZE,1,1,1,1,1
AADH2_MALDO,1,1,1,1,1
AADH2_PEA,1,1,1,1,1
AADH2_SOLLC,1,1,1,1,1
AADK_BACSU,1,1,1,1,1
AADK_CAMJU,1,1,1,1,1
AAE11_ARATH,1,1,1,1,1
AAE13_ARATH,1,1,1,1,1
AAE15_ARATH,1,1,1,1,1
AAE16_ARATH,1,1,1,1,1
AAE1_ARATH,1,1,1,1,1
AAE1_CANSA,1,1,1,1,1
AAE20_ARATH,1,1,1,1,1
AAE5_ARATH,1,1,1,1,1
AAEA_ECOLI,1,1,1,1,1
AAEB_ECOLI,1,1,1,1,1
AAEP_CYTH3,1,1,1,1,1
AAER_ECOLI,1,1,1,1,1
AAGAB_HUMAN,1,1,1,1,1
AAH_ARATH,1,1,1,1,1
AAH_ORYSJ,1,1,1,1,1
AAIM1_CAEEL,1,1,1,1,1
AAK1_BOVIN,1,1,1,1,1
AAK1_HUMAN,1,1,1,1,1
AAK1_MOUSE,1,1,1,1,1
AAK1_PIG,1,1,1,1,1
AAK1_RAT,1,1,1,1,1
AAKB1_HUMAN,1,1,1,1,1
AAKB1_MOUSE,1,1,1,1,1
AAKB1_RAT,1,1,1,1,1
AAKB2_HUMAN,1,1,1,1,1
AAKB2_MOUSE,1,1,1,1,1
AAKB2_RAT,1,1,1,1,1
AAKB_SCHPO,1,1,1,1,1
AAKG1_HUMAN,1,1,1,1,1
AAKG1_MOUSE,1,1,1,1,1
AAKG1_RAT,1,1,1,1,1
AAKG2_HUMAN,1,1,1,1,1
AAKG2_MOUSE,1,1,1,1,1
AAKG3_HUMAN,1,1,1,1,1
AAKG3_MOUSE,1,1,1,1,1
AAKG_SCHPO,1,1,1,1,1
AAKG_YEAST,1,1,1,1,1
AAMDC_MOUSE,1,1,1,1,1
AAMHY_RHILO,1,1,1,1,1
AAMP_BOVIN,1,1,1,1,1
AAMP_HUMAN,1,1,1,1,1
AAM_RHOER,1,1,1,1,1
AAMY_NIACI,1,1,1,1,1
AAP1_ARATH,1,1,1,1,1
AAP1_SCHPO,1,1,1,1,1
AAP1_YEAST,1,1,1,1,1
AAP2_ARATH,1,1,1,1,1
AAP3_ARATH,1,1,1,1,1
AAP4_ARATH,1,1,1,1,1
AAP5_ARATH,1,1,1,1,1
AAP6_ARATH,1,1,1,1,1
AAPJ_RHIJ3,1,1,1,1,1
AAPK1_CAEEL,1,1,1,1,1
AAPK1_HUMAN,1,1,1,1,1
AAPK1_MOUSE,1,1,1,1,1
AAPK1_RAT,1,1,1,1,1
AAPK2_CAEEL,1,1,1,1,1
AAPK2_HUMAN,1,1,1,1,1
AAPK2_MOUSE,1,1,1,1,1
AAPK2_RAT,1,1,1,1,1
AAP_NEUCR,1,1,1,1,1
AAP_YEAST,1,1,1,1,1
AAR2_SCHPO,1,1,1,1,1
AAR2_YEAST,1,1,1,1,1
AAR3_ARATH,1,1,1,1,1
AARA_DICDI,1,1,1,1,1
AARA_PROST,1,1,1,1,1
AARD_MOUSE,1,1,1,1,1
AARD_RAT,1,1,1,1,1
AARE_ARATH,1,1,1,1,1
AASD1_MOUSE,1,1,1,1,1
AAS_ECOLI,1,1,1,1,1
AASS_HUMAN,1,1,1,1,1
AASS_MOUSE,1,1,1,1,1
AAT1_ARATH,1,1,1,1,1
AAT1_SCHPO,1,1,1,1,1
AAT2_ARATH,1,1,1,1,1
AAT2_MALDO,1,1,1,1,1
AAT3_ARATH,1,1,1,1,1
AAT6_CAEEL,1,1,1,1,1
AATA_EMENI,1,1,1,1,1
AATA_PENCH,1,1,1,1,1
AATA_PENRW,1,1,1,1,1
AATC_CAEEL,1,1,1,1,1
AATC_HUMAN,1,1,1,1,1
AATC_MOUSE,1,1,1,1,1
AATC_RAT,1,1,1,1,1
AATC_YEAST,1,1,1,1,1
AAT_ECOLI,1,1,1,1,1
AATF_DROME,1,1,1,1,1
AATF_HUMAN,1,1,1,1,1
AATF_MOUSE,1,1,1,1,1
AATF_RAT,1,1,1,1,1
AATM_CHICK,1,1,1,1,1
AATM_HUMAN,1,1,1,1,1
AATM_MOUSE,1,1,1,1,1
AATM_RABIT,1,1,1,1,1
AATM_RAT,1,1,1,1,1
AATM_YEAST,1,1,1,1,1
AATP1_ARATH,1,1,1,1,1
AATP2_ARATH,1,1,1,1,1
AATP9_ARATH,1,1,1,1,1
AATPA_ARATH,1,1,1,1,1
AATPB_ARATH,1,1,1,1,1
AATPC_ARATH,1,1,1,1,1
AB10I_ARATH,1,1,1,1,1
AB11G_ARATH,1,1,1,1,1
AB11I_ARATH,1,1,1,1,1
AB12G_ARATH,1,1,1,1,1
AB13C_ORYSJ,1,1,1,1,1
AB13G_ARATH,1,1,1,1,1
AB140_YEAST,1,1,1,1,1
AB14G_ARATH,1,1,1,1,1
AB16G_ARATH,1,1,1,1,1
AB17A_HUMAN,1,1,1,1,1
AB17A_RAT,1,1,1,1,1
AB17B_HUMAN,1,1,1,1,1
AB17B_MOUSE,1,1,1,1,1
AB17B_RAT,1,1,1,1,1
AB17C_HUMAN,1,1,1,1,1
AB17C_MOUSE,1,1,1,1,1
AB17C_RAT,1,1,1,1,1
AB19B_ARATH,1,1,1,1,1
AB19G_ARATH,1,1,1,1,1
AB1B_ARATH,1,1,1,1,1
AB1C_ARATH,1,1,1,1,1
AB1D_ARATH,1,1,1,1,1
AB1G_ARATH,1,1,1,1,1
AB1IP_HUMAN,1,1,1,1,1
AB1IP_MOUSE,1,1,1,1,1
AB1K1_ARATH,1,1,1,1,1
AB1K3_ARATH,1,1,1,1,1
AB1K7_ARATH,1,1,1,1,1
AB1K8_ARATH,1,1,1,1,1
AB20G_ARATH,1,1,1,1,1
AB21B_ARATH,1,1,1,1,1
AB21I_ARATH,1,1,1,1,1
AB22G_ARATH,1,1,1,1,1
AB23B_ARATH,1,1,1,1,1
AB24B_ARATH,1,1,1,1,1
AB25B_ARATH,1,1,1,1,1
AB25B_ORYSJ,1,1,1,1,1
AB25G_ARATH,1,1,1,1,1
AB26G_ARATH,1,1,1,1,1
AB27B_ARATH,1,1,1,1,1
AB27_CYPCA,1,1,1,1,1
AB28G_ARATH,1,1,1,1,1
AB29G_ARATH,1,1,1,1,1
AB2C_ARATH,1,1,1,1,1
AB2F_ARATH,1,1,1,1,1
AB2G_ARATH,1,1,1,1,1
AB30G_ARATH,1,1,1,1,1
AB31G_ARATH,1,1,1,1,1
AB32G_ARATH,1,1,1,1,1
AB35G_ARATH,1,1,1,1,1
AB36G_ARATH,1,1,1,1,1
AB37G_ARATH,1,1,1,1,1
AB39G_ARATH,1,1,1,1,1
AB3C_ARATH,1,1,1,1,1
AB3F_ARATH,1,1,1,1,1
AB40G_ARATH,1,1,1,1,1
AB43G_ORYSJ,1,1,1,1,1
AB4B_ARATH,1,1,1,1,1
AB4C_ARATH,1,1,1,1,1
AB4C_MAIZE,1,1,1,1,1
AB5C_ARATH,1,1,1,1,1
AB5F_ARATH,1,1,1,1,1
AB5G_ORYSJ,1,1,1,1,1
AB6G_ARATH,1,1,1,1,1
AB6I_ARATH,1,1,1,1,1
AB7C_ARATH,1,1,1,1,1
AB7I_ARATH,1,1,1,1,1
AB8I_ARATH,1,1,1,1,1
AB9A_ARATH,1,1,1,1,1
AB9G_ARATH,1,1,1,1,1
ABA1_BOTFB,1,1,1,1,1
ABA1_BOTFU,1,1,1,1,1
ABA2_ARATH,1,1,1,1,1
ABA2_BOTFB,1,1,1,1,1
ABA2_BOTFU,1,1,1,1,1
ABA3_BOTFB,1,1,1,1,1
ABA3_BOTFU,1,1,1,1,1
ABA4_ARATH,1,1,1,1,1
ABA4_BOTFB,1,1,1,1,1
ABA4_BOTFU,1,1,1,1,1
ABA4_PYRO3,1,1,1,1,1
ABA4_PYRO7,1,1,1,1,1
ABAA_ASPFU,1,1,1,1,1
ABAA_EMENI,1,1,1,1,1
ABAH1_SOLLC,1,1,1,1,1
ABAH2_ARATH,1,1,1,1,1
ABAH2_SOLLC,1,1,1,1,1
ABAH3_ARATH,1,1,1,1,1
ABAH4_ARATH,1,1,1,1,1
ABAMS_PEA,1,1,1,1,1
ABAN1_LIMMU,1,1,1,1,1
ABAP1_ARATH,1,1,1,1,1
ABC1_ARATH,1,1,1,1,1
ABC1_SCHPO,1,1,1,1,1
ABC2_SCHPO,1,1,1,1,1
ABC3A_HUMAN,1,1,1,1,1
ABC3B_HUMAN,1,1,1,1,1
ABC3C_HUMAN,1,1,1,1,1
ABC3D_HUMAN,1,1,1,1,1
ABC3F_HUMAN,1,1,1,1,1
ABC3G_CHLAE,1,1,1,1,1
ABC3G_HUMAN,1,1,1,1,1
ABC3G_MACMU,1,1,1,1,1
ABC3G_PANTR,1,1,1,1,1
ABC3H_HUMAN,1,1,1,1,1
ABC3H_MACMU,1,1,1,1,1
ABC3_SCHPO,1,1,1,1,1
ABC4_SCHPO,1,1,1,1,1
ABC8B_MOUSE,1,1,1,1,1
ABCA1_HUMAN,1,1,1,1,1
ABCA1_MOUSE,1,1,1,1,1
ABCA2_ASPFU,1,1,1,1,1
ABCA2_HUMAN,1,1,1,1,1
ABCA2_MOUSE,1,1,1,1,1
ABCA2_RAT,1,1,1,1,1
ABCA3_DICDI,1,1,1,1,1
ABCA3_HUMAN,1,1,1,1,1
ABCA3_MOUSE,1,1,1,1,1
ABCA3_RAT,1,1,1,1,1
ABCA4_BOVIN,1,1,1,1,1
ABCA4_DICDI,1,1,1,1,1
ABCA4_HUMAN,1,1,1,1,1
ABCA4_MOUSE,1,1,1,1,1
ABCA5_DICDI,1,1,1,1,1
ABCA5_HUMAN,1,1,1,1,1
ABCA5_MOUSE,1,1,1,1,1
ABCA6_DICDI,1,1,1,1,1
ABCA6_HUMAN,1,1,1,1,1
ABCA7_DICDI,1,1,1,1,1
ABCA7_HUMAN,1,1,1,1,1
ABCA7_MOUSE,1,1,1,1,1
ABCA8_HUMAN,1,1,1,1,1
ABCA9_DICDI,1,1,1,1,1
ABCAA_DICDI,1,1,1,1,1
ABCAC_HUMAN,1,1,1,1,1
ABCAC_MOUSE,1,1,1,1,1
ABCAD_HUMAN,1,1,1,1,1
ABCAD_MOUSE,1,1,1,1,1
ABCAH_MOUSE,1,1,1,1,1
ABCB1_DICDI,1,1,1,1,1
ABCB3_DICDI,1,1,1,1,1
ABCB4_DICDI,1,1,1,1,1
ABCB5_DICDI,1,1,1,1,1
ABCB5_HUMAN,1,1,1,1,1
ABCB5_MOUSE,1,1,1,1,1
ABCB6_HUMAN,1,1,1,1,1
ABCB6_MOUSE,1,1,1,1,1
ABCB6_RAT,1,1,1,1,1
ABCB7_DANRE,1,1,1,1,1
ABCB7_DICDI,1,1,1,1,1
ABCB7_HUMAN,1,1,1,1,1
ABCB7_MOUSE,1,1,1,1,1
ABCB7_ORYLA,1,1,1,1,1
ABCB7_RAT,1,1,1,1,1
ABCB9_HUMAN,1,1,1,1,1
ABCB9_RAT,1,1,1,1,1
ABCBA_HUMAN,1,1,1,1,1
ABCBA_MOUSE,1,1,1,1,1
ABCBB_CANLF,1,1,1,1,1
ABCBB_HUMAN,1,1,1,1,1
ABCBB_MOUSE,1,1,1,1,1
ABCBB_RABIT,1,1,1,1,1
ABCBB_RAT,1,1,1,1,1
ABCC2_DICDI,1,1,1,1,1
ABCC3_DICDI,1,1,1,1,1
ABCC6_DICDI,1,1,1,1,1
ABCC8_DICDI,1,1,1,1,1
ABCC8_HUMAN,1,1,1,1,1
ABCC8_RAT,1,1,1,1,1
ABCC9_HUMAN,1,1,1,1,1
ABCC9_MOUSE,1,1,1,1,1
ABCC9_RAT,1,1,1,1,1
ABCC_ASPFU,1,1,1,1,1
ABCCD_DICDI,1,1,1,1,1
ABCCE_DICDI,1,1,1,1,1
ABCD1_DANRE,1,1,1,1,1
ABCD1_DROME,1,1,1,1,1
ABCD1_HUMAN,1,1,1,1,1
ABCD1_MOUSE,1,1,1,1,1
ABCD1_RAT,1,1,1,1,1
ABCD2_DICDI,1,1,1,1,1
ABCD2_HUMAN,1,1,1,1,1
ABCD2_MOUSE,1,1,1,1,1
ABCD2_RAT,1,1,1,1,1
ABCD3_HUMAN,1,1,1,1,1
ABCD3_MOUSE,1,1,1,1,1
ABCD3_RAT,1,1,1,1,1
ABCD4_HUMAN,1,1,1,1,1
ABCD4_MOUSE,1,1,1,1,1
ABCE1_DROME,1,1,1,1,1
ABCE1_HUMAN,1,1,1,1,1
ABCF1_HUMAN,1,1,1,1,1
ABCF1_RAT,1,1,1,1,1
ABCF2_DICDI,1,1,1,1,1
ABCF2_HUMAN,1,1,1,1,1
ABCF4_DICDI,1,1,1,1,1
ABCG1_HUMAN,1,1,1,1,1
ABCG1_MOUSE,1,1,1,1,1
ABCG1_PETHY,1,1,1,1,1
ABCG2_DICDI,1,1,1,1,1
ABCG2_HUMAN,1,1,1,1,1
ABCG2_MOUSE,1,1,1,1,1
ABCG2_RAT,1,1,1,1,1
ABCG4_HUMAN,1,1,1,1,1
ABCG4_MOUSE,1,1,1,1,1
ABCG5_DICDI,1,1,1,1,1
ABCG5_HUMAN,1,1,1,1,1
ABCG5_MOUSE,1,1,1,1,1
ABCG5_RAT,1,1,1,1,1
ABCG6_DICDI,1,1,1,1,1
ABCG7_DICDI,1,1,1,1,1
ABCG8_HUMAN,1,1,1,1,1
ABCG8_MOUSE,1,1,1,1,1
ABCG8_RAT,1,1,1,1,1
ABCGA_DICDI,1,1,1,1,1
ABCGF_DICDI,1,1,1,1,1
ABCGG_DICDI,1,1,1,1,1
ABCGH_DICDI,1,1,1,1,1
ABCGI_DICDI,1,1,1,1,1
ABCGJ_DICDI,1,1,1,1,1
ABCGL_DICDI,1,1,1,1,1
ABCGM_DICDI,1,1,1,1,1
ABCGO_DICDI,1,1,1,1,1
ABCH2_DICDI,1,1,1,1,1
ABD12_DANRE,1,1,1,1,1
ABD12_HUMAN,1,1,1,1,1
ABD12_MOUSE,1,1,1,1,1
ABDA_DROME,1,1,1,1,1
ABDB_DROME,1,1,1,1,1
ABDH_ECOLI,1,1,1,1,1
ABEC1_HUMAN,1,1,1,1,1
ABEC1_MOUSE,1,1,1,1,1
ABEC1_RAT,1,1,1,1,1
ABEC2_HUMAN,1,1,1,1,1
ABEC2_MOUSE,1,1,1,1,1
ABEC3_MOUSE,1,1,1,1,1
ABF1_YEAST,1,1,1,1,1
ABF2_CAEEL,1,1,1,1,1
ABF2_YEAST,1,1,1,1,1
ABFA_ASPKW,1,1,1,1,1
ABFA_ASPNC,1,1,1,1,1
ABFB_ASPKW,1,1,1,1,1
ABFB_ASPNC,1,1,1,1,1
ABFB_ASPOR,1,1,1,1,1
ABFB_EMENI,1,1,1,1,1
ABFC_EMENI,1,1,1,1,1
ABGA_ECOLI,1,1,1,1,1
ABGB_ECOLI,1,1,1,1,1
ABGT_ECOLI,1,1,1,1,1
ABH15_MOUSE,1,1,1,1,1
ABHD2_DROME,1,1,1,1,1
ABHD2_HUMAN,1,1,1,1,1
ABHD2_MOUSE,1,1,1,1,1
ABHD3_HUMAN,1,1,1,1,1
ABHD3_MOUSE,1,1,1,1,1
ABHD4_HUMAN,1,1,1,1,1
ABHD4_MOUSE,1,1,1,1,1
ABHD5_HUMAN,1,1,1,1,1
ABHD5_MOUSE,1,1,1,1,1
ABHD5_RAT,1,1,1,1,1
ABHD6_HUMAN,1,1,1,1,1
ABHD6_MOUSE,1,1,1,1,1
ABHD8_HUMAN,1,1,1,1,1
ABHD8_MOUSE,1,1,1,1,1
ABHDA_HUMAN,1,1,1,1,1
ABHDA_MOUSE,1,1,1,1,1
ABHDB_BOVIN,1,1,1,1,1
ABHDB_HUMAN,1,1,1,1,1
ABHDB_MOUSE,1,1,1,1,1
ABHDD_MOUSE,1,1,1,1,1
ABHEA_MOUSE,1,1,1,1,1
ABHEB_HUMAN,1,1,1,1,1
ABHGA_HUMAN,1,1,1,1,1
ABHGA_MOUSE,1,1,1,1,1
ABHGB_HUMAN,1,1,1,1,1
ABI1_HUMAN,1,1,1,1,1
ABI1_MOUSE,1,1,1,1,1
ABI1_RAT,1,1,1,1,1
ABI2_HUMAN,1,1,1,1,1
ABI2_MOUSE,1,1,1,1,1
ABI3_ARATH,1,1,1,1,1
ABI3_HUMAN,1,1,1,1,1
ABI3_MOUSE,1,1,1,1,1
ABI4_ARATH,1,1,1,1,1
ABI4_ORYSJ,1,1,1,1,1
ABI5_ARATH,1,1,1,1,1
ABI5_ORYSJ,1,1,1,1,1
ABIA_DICDI,1,1,1,1,1
ABIL3_ARATH,1,1,1,1,1
ABIQ_LACLL,1,1,1,1,1
ABITM_MOUSE,1,1,1,1,1
ABKD_DICDI,1,1,1,1,1
ABL1_CAEEL,1,1,1,1,1
ABL1_HUMAN,1,1,1,1,1
ABL1_MOUSE,1,1,1,1,1
ABL2_HUMAN,1,1,1,1,1
ABL2_MOUSE,1,1,1,1,1
ABL_DROME,1,1,1,1,1
ABLM1_HUMAN,1,1,1,1,1
ABLM1_MOUSE,1,1,1,1,1
ABLM2_HUMAN,1,1,1,1,1
ABLM2_MOUSE,1,1,1,1,1
ABLM3_HUMAN,1,1,1,1,1
ABLM3_MOUSE,1,1,1,1,1
ABM1_YEAST,1,1,1,1,1
ABNA_ASPNC,1,1,1,1,1
ABNB_EMENI,1,1,1,1,1
ABNC_EMENI,1,1,1,1,1
ABP1_ARATH,1,1,1,1,1
ABP1_MAIZE,1,1,1,1,1
ABP1_SCHPO,1,1,1,1,1
ABP1_YEAST,1,1,1,1,1
ABP2_SCHPO,1,1,1,1,1
ABP41_LILDA,1,1,1,1,1
ABPA_ECOLI,1,1,1,1,1
ABPB_ECOLI,1,1,1,1,1
ABP_STRMK,1,1,1,1,1
ABR1_ARATH,1,1,1,1,1
ABR1_ASPFU,1,1,1,1,1
ABR2_ASPFU,1,1,1,1,1
ABRA_ABRPR,1,1,1,1,1
ABRA_HUMAN,1,1,1,1,1
ABRA_MOUSE,1,1,1,1,1
ABRA_RAT,1,1,1,1,1
ABRB_BACSU,1,1,1,1,1
ABRB_ECOLI,1,1,1,1,1
ABR_HUMAN,1,1,1,1,1
ABR_MOUSE,1,1,1,1,1
ABR_RAT,1,1,1,1,1
ABRU_DROME,1,1,1,1,1
ABRX1_HUMAN,1,1,1,1,1
ABRX2_HUMAN,1,1,1,1,1
ABRX2_MOUSE,1,1,1,1,1
ABT1_HUMAN,1,1,1,1,1
ABT1_MOUSE,1,1,1,1,1
ABTB1_HUMAN,1,1,1,1,1
ABTB2_MOUSE,1,1,1,1,1
ABTB3_MOUSE,1,1,1,1,1
ABTIR_ACIB9,1,1,1,1,1
AC109_NPVAC,1,1,1,1,1
AC132_NPVAC,1,1,1,1,1
AC142_NPVAC,1,1,1,1,1
AC4CH_ECOLI,1,1,1,1,1
AC54_NPVAC,1,1,1,1,1
AC75_NPVAC,1,1,1,1,1
AC76_NPVAC,1,1,1,1,1
AC78C_DROME,1,1,1,1,1
AC891_PENBR,1,1,1,1,1
ACA11_ARATH,1,1,1,1,1
ACA1_ARATH,1,1,1,1,1
ACA1_SCHPO,1,1,1,1,1
ACA1_YEAST,1,1,1,1,1
ACA2_ARATH,1,1,1,1,1
ACA2_YEAST,1,1,1,1,1
ACA4_ARATH,1,1,1,1,1
ACA5_ORYSJ,1,1,1,1,1
ACA7_ARATH,1,1,1,1,1
ACA8_ARATH,1,1,1,1,1
ACA9_ARATH,1,1,1,1,1
ACACA_HUMAN,1,1,1,1,1
ACACA_MOUSE,1,1,1,1,1
ACACA_RAT,1,1,1,1,1
ACACB_HUMAN,1,1,1,1,1
ACACB_MOUSE,1,1,1,1,1
ACAC_CHICK,1,1,1,1,1
ACAC_SCHPO,1,1,1,1,1
ACAC_YEAST,1,1,1,1,1
ACAD8_HUMAN,1,1,1,1,1
ACAD9_DROME,1,1,1,1,1
ACAD9_HUMAN,1,1,1,1,1
ACADL_HUMAN,1,1,1,1,1
ACADL_MOUSE,1,1,1,1,1
ACADL_RAT,1,1,1,1,1
ACADM_DROME,1,1,1,1,1
ACADM_HUMAN,1,1,1,1,1
ACADM_MOUSE,1,1,1,1,1
ACADM_RAT,1,1,1,1,1
ACADS_BOVIN,1,1,1,1,1
ACADS_HUMAN,1,1,1,1,1
ACADS_RAT,1,1,1,1,1
ACADV_HUMAN,1,1,1,1,1
ACADV_MOUSE,1,1,1,1,1
ACADV_RAT,1,1,1,1,1
ACAP1_ARATH,1,1,1,1,1
ACAP2_HUMAN,1,1,1,1,1
ACAP2_MOUSE,1,1,1,1,1
ACAP2_RAT,1,1,1,1,1
ACAR_METS5,1,1,1,1,1
ACAR_SULTO,1,1,1,1,1
ACASE_DROME,1,1,1,1,1
ACATN_HUMAN,1,1,1,1,1
ACBD5_HUMAN,1,1,1,1,1
ACBD6_DANRE,1,1,1,1,1
ACBD6_HUMAN,1,1,1,1,1
ACBD7_MOUSE,1,1,1,1,1
ACBG1_HUMAN,1,1,1,1,1
ACBG1_MOUSE,1,1,1,1,1
ACBG1_RAT,1,1,1,1,1
ACBG2_HUMAN,1,1,1,1,1
ACBG2_MOUSE,1,1,1,1,1
ACBP1_ARATH,1,1,1,1,1
ACBP1_CAEEL,1,1,1,1,1
ACBP2_ARATH,1,1,1,1,1
ACBP3_ARATH,1,1,1,1,1
ACBP3_CAEEL,1,1,1,1,1
ACBP4_ARATH,1,1,1,1,1
ACBP5_ARATH,1,1,1,1,1
ACBP6_ARATH,1,1,1,1,1
ACBP_DICDI,1,1,1,1,1
ACBP_HUMAN,1,1,1,1,1
ACBP_MOUSE,1,1,1,1,1
ACBP_RAT,1,1,1,1,1
ACBP_SCHPO,1,1,1,1,1
ACBP_YEAST,1,1,1,1,1
ACC1_ARATH,1,1,1,1,1
ACC2_ARATH,1,1,1,1,1
ACCA3_MYCTU,1,1,1,1,1
ACCA_ECOLI,1,1,1,1,1
ACCC_ECOLI,1,1,1,1,1
ACCD2_MYCTU,1,1,1,1,1
ACCD3_MYCTU,1,1,1,1,1
ACCD4_MYCTU,1,1,1,1,1
ACCD5_MYCTU,1,1,1,1,1
ACCD6_MYCTU,1,1,1,1,1
ACCD_ECOLI,1,1,1,1,1
ACCD_ORYSA,1,1,1,1,1
ACCD_ORYSI,1,1,1,1,1
ACCD_ORYSJ,1,1,1,1,1
ACCE5_MYCTU,1,1,1,1,1
ACCO1_ARATH,1,1,1,1,1
ACCO1_DICDI,1,1,1,1,1
ACCO2_ARATH,1,1,1,1,1
ACCO3_ARATH,1,1,1,1,1
ACCO4_ARATH,1,1,1,1,1
ACCO5_ARATH,1,1,1,1,1
ACCR1_ARATH,1,1,1,1,1
ACCR2_ARATH,1,1,1,1,1
